month,subdivison,line,day_type,reporting_category,subcategory,delays
2021-05,A DIVISION,4,1,Planned ROW Work,Work Equipment,16
2021-05,A DIVISION,4,1,Police & Medical,Persons on Roadbed,32
2021-05,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",65
2021-05,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,38
2021-05,A DIVISION,4,2,Crew Availability,Crew Availability,171
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Braking,8
2021-05,A DIVISION,4,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Other - CE,1
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Other Infrastructure,3
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,49
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,14
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,12
2021-05,A DIVISION,4,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2021-05,A DIVISION,4,2,Operating Conditions,,52
2021-05,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,154
2021-05,A DIVISION,4,2,Planned ROW Work,Work Equipment,2
2021-05,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",48
2021-05,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,2
2021-05,A DIVISION,5,1,Crew Availability,Crew Availability,147
2021-05,A DIVISION,5,1,External Factors,External Debris on Roadbed,27
2021-05,A DIVISION,5,1,External Factors,Inclement Weather,1
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Braking,20
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,2
2021-05,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,23
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,34
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,51
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,97
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,11
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,40
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Signal Modernization Capital Project,3
2021-05,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,21
2021-05,A DIVISION,5,1,Operating Conditions,,26
2021-05,A DIVISION,5,1,Planned ROW Work,Insufficient Supplement Schedule,84
2021-05,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,33
2021-05,A DIVISION,5,1,Planned ROW Work,Work Equipment,4
2021-05,A DIVISION,5,1,Police & Medical,Persons on Roadbed,75
2021-05,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",66
2021-05,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,27
2021-05,A DIVISION,5,2,Crew Availability,Crew Availability,77
2021-05,A DIVISION,5,2,External Factors,Inclement Weather,14
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Braking,31
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,4
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,11
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Propulsion,5
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,35
2021-05,A DIVISION,5,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2021-05,A DIVISION,5,2,Operating Conditions,,48
2021-05,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,1
2021-05,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,22
2021-05,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",28
2021-05,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,5
2021-05,A DIVISION,6,1,Crew Availability,Crew Availability,139
2021-05,A DIVISION,6,1,External Factors,External Debris on Roadbed,23
2021-05,A DIVISION,6,1,External Factors,Inclement Weather,4
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Braking,44
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,37
2021-05,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,59
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,55
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,20
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,19
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,64
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Signal Modernization Capital Project,11
2021-05,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,11
2021-05,A DIVISION,6,1,Operating Conditions,,108
2021-05,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,134
2021-05,A DIVISION,6,1,Planned ROW Work,Work Equipment,26
2021-05,A DIVISION,6,1,Police & Medical,Persons on Roadbed,32
2021-05,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",169
2021-05,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,53
2021-05,A DIVISION,6,2,Crew Availability,Crew Availability,224
2021-05,A DIVISION,6,2,External Factors,External Debris on Roadbed,2
2021-05,A DIVISION,6,2,External Factors,Inclement Weather,1
2021-05,A DIVISION,6,2,Infrastructure & Equipment,Braking,1
2021-05,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,2
2021-05,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,2
2021-05,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,24
2021-05,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,6
2021-05,A DIVISION,6,2,Operating Conditions,,42
2021-05,A DIVISION,6,2,Planned ROW Work,Insufficient Supplement Schedule,4
2021-05,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,37
2021-05,A DIVISION,6,2,Planned ROW Work,Work Equipment,2
2021-05,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",44
2021-05,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,20
2021-05,A DIVISION,7,1,Crew Availability,Crew Availability,256
2021-05,A DIVISION,7,1,External Factors,External Agency or Utility,79
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Braking,49
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,33
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,47
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,26
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,491
2021-05,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,1
2021-05,A DIVISION,7,1,Operating Conditions,,62
2021-05,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,49
2021-05,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,36
2021-05,A DIVISION,7,1,Planned ROW Work,Work Equipment,17
2021-05,A DIVISION,7,1,Police & Medical,Persons on Roadbed,17
2021-05,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",75
2021-05,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,11
2021-05,A DIVISION,7,2,Crew Availability,Crew Availability,258
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Braking,2
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Door-Related,1
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Other - CE,7
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,2
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,18
2021-05,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,1
2021-05,A DIVISION,7,2,Operating Conditions,,29
2021-05,A DIVISION,7,2,Planned ROW Work,Capital Work - Other Planned ROW,24
2021-05,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,71
2021-05,A DIVISION,7,2,Police & Medical,Persons on Roadbed,1
2021-05,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",17
2021-05,B DIVISION,A,1,Crew Availability,Crew Availability,597
2021-05,B DIVISION,A,1,External Factors,External Agency or Utility,101
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Braking,5
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,5
2021-05,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",79
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,12
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,56
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,1
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,101
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,7
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,67
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,20
2021-05,B DIVISION,A,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,25
2021-05,B DIVISION,A,1,Operating Conditions,,212
2021-05,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,8
2021-05,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,276
2021-05,B DIVISION,A,1,Planned ROW Work,Work Equipment,39
2021-05,B DIVISION,A,1,Police & Medical,Persons on Roadbed,101
2021-05,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",95
2021-05,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,25
2021-05,B DIVISION,A,2,Crew Availability,Crew Availability,225
2021-05,B DIVISION,A,2,External Factors,External Agency or Utility,45
2021-05,B DIVISION,A,2,External Factors,External Debris on Roadbed,16
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Braking,1
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Door-Related,1
2021-05,B DIVISION,A,2,Infrastructure & Equipment,"Fire, Smoke, Debris",11
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,32
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Other Internal Disruptions,2
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,12
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Propulsion,14
2021-05,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,14
2021-05,B DIVISION,A,2,Operating Conditions,,58
2021-05,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,22
2021-05,B DIVISION,A,2,Planned ROW Work,Insufficient Supplement Schedule,10
2021-05,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,130
2021-05,B DIVISION,A,2,Police & Medical,Persons on Roadbed,2
2021-05,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",38
2021-05,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,16
2021-05,B DIVISION,B,1,Crew Availability,Crew Availability,317
2021-05,B DIVISION,B,1,External Factors,External Agency or Utility,1
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Braking,20
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,6
2021-05,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,10
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Other Infrastructure,1
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,10
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,139
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,9
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,17
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,6
2021-05,B DIVISION,B,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,1
2021-05,B DIVISION,B,1,Operating Conditions,,100
2021-05,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,12
2021-05,B DIVISION,B,1,Planned ROW Work,Work Equipment,9
2021-05,B DIVISION,B,1,Police & Medical,Persons on Roadbed,62
2021-05,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",88
2021-05,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,6
2021-05,B DIVISION,C,1,Crew Availability,Crew Availability,253
2021-05,B DIVISION,C,1,External Factors,External Agency or Utility,1
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Braking,5
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,1
2021-05,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",46
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,7
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,42
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,16
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,15
2021-05,B DIVISION,C,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,12
2021-05,B DIVISION,C,1,Operating Conditions,,40
2021-05,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,9
2021-05,B DIVISION,C,1,Planned ROW Work,Work Equipment,5
2021-05,B DIVISION,C,1,Police & Medical,Persons on Roadbed,34
2021-05,B DIVISION,C,1,Police & Medical,"Public Conduct, Crime, Police Response",40
2021-05,B DIVISION,C,1,Police & Medical,Sick/Injured Customer,16
2021-05,B DIVISION,C,2,Crew Availability,Crew Availability,102
2021-05,B DIVISION,C,2,External Factors,External Agency or Utility,1
2021-05,B DIVISION,C,2,External Factors,External Debris on Roadbed,6
2021-05,B DIVISION,C,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2021-05,B DIVISION,C,2,Infrastructure & Equipment,Other - CE,19
2021-05,B DIVISION,C,2,Infrastructure & Equipment,Other Internal Disruptions,1
2021-05,B DIVISION,C,2,Infrastructure & Equipment,Other - Sig,6
2021-05,B DIVISION,C,2,Infrastructure & Equipment,Service Delivery,2
2021-05,B DIVISION,C,2,Operating Conditions,,39
2021-05,B DIVISION,C,2,Planned ROW Work,Capital Work - Other Planned ROW,26
2021-05,B DIVISION,C,2,Planned ROW Work,Insufficient Supplement Schedule,11
2021-05,B DIVISION,C,2,Planned ROW Work,Subways Maintenance,38
2021-05,B DIVISION,C,2,Police & Medical,Persons on Roadbed,2
2021-05,B DIVISION,C,2,Police & Medical,"Public Conduct, Crime, Police Response",23
2021-05,B DIVISION,C,2,Police & Medical,Sick/Injured Customer,12
2021-05,B DIVISION,D,1,Crew Availability,Crew Availability,396
2021-05,B DIVISION,D,1,External Factors,External Agency or Utility,1
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Braking,11
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Door-Related,7
2021-05,B DIVISION,D,1,Infrastructure & Equipment,"Fire, Smoke, Debris",15
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Other - CE,14
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Other Infrastructure,9
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Other Internal Disruptions,6
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Other - Sig,101
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Propulsion,2
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Rail and Roadbed,21
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Service Delivery,4
2021-05,B DIVISION,D,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,4
2021-05,B DIVISION,D,1,Operating Conditions,,154
2021-05,B DIVISION,D,1,Planned ROW Work,Capital Work - Other Planned ROW,11
2021-05,B DIVISION,D,1,Planned ROW Work,Subways Maintenance,267
2021-05,B DIVISION,D,1,Planned ROW Work,Work Equipment,22
2021-05,B DIVISION,D,1,Police & Medical,Persons on Roadbed,41
2021-05,B DIVISION,D,1,Police & Medical,"Public Conduct, Crime, Police Response",129
2021-05,B DIVISION,D,1,Police & Medical,Sick/Injured Customer,24
2021-05,B DIVISION,D,2,Crew Availability,Crew Availability,116
2021-05,B DIVISION,D,2,External Factors,External Debris on Roadbed,3
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Braking,4
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Other - CE,13
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Other Infrastructure,2
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Other - Sig,15
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Rail and Roadbed,6
2021-05,B DIVISION,D,2,Infrastructure & Equipment,Service Delivery,7
2021-05,B DIVISION,D,2,Operating Conditions,,28
2021-05,B DIVISION,D,2,Planned ROW Work,Insufficient Supplement Schedule,7
2021-05,B DIVISION,D,2,Planned ROW Work,Subways Maintenance,40
2021-05,B DIVISION,D,2,Planned ROW Work,Work Equipment,10
2021-05,B DIVISION,D,2,Police & Medical,Persons on Roadbed,5
2021-05,B DIVISION,D,2,Police & Medical,"Public Conduct, Crime, Police Response",40
2021-05,B DIVISION,D,2,Police & Medical,Sick/Injured Customer,5
2021-05,B DIVISION,E,1,Crew Availability,Crew Availability,137
2021-05,B DIVISION,E,1,External Factors,External Agency or Utility,113
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Braking,24
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Door-Related,3
2021-05,B DIVISION,E,1,Infrastructure & Equipment,"Fire, Smoke, Debris",34
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Other - CE,11
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Other Infrastructure,3
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Other Internal Disruptions,10
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Other - Sig,244
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Rail and Roadbed,73
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Service Delivery,10
2021-05,B DIVISION,E,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,65
2021-05,B DIVISION,E,1,Operating Conditions,,123
2021-05,B DIVISION,E,1,Planned ROW Work,Subways Maintenance,343
2021-05,B DIVISION,E,1,Planned ROW Work,Work Equipment,6
2021-05,B DIVISION,E,1,Police & Medical,Persons on Roadbed,85
2021-05,B DIVISION,E,1,Police & Medical,"Public Conduct, Crime, Police Response",102
2021-05,B DIVISION,E,1,Police & Medical,Sick/Injured Customer,73
2021-05,B DIVISION,E,2,Crew Availability,Crew Availability,41
2021-05,B DIVISION,E,2,External Factors,External Agency or Utility,65
2021-05,B DIVISION,E,2,External Factors,External Debris on Roadbed,10
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Door-Related,5
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Other - CE,1
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Other Infrastructure,1
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Other Internal Disruptions,2
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Other - Sig,28
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Rail and Roadbed,13
2021-05,B DIVISION,E,2,Infrastructure & Equipment,Service Delivery,6
2021-05,B DIVISION,E,2,Operating Conditions,,34
2021-05,B DIVISION,E,2,Planned ROW Work,Subways Maintenance,40
2021-05,B DIVISION,E,2,Police & Medical,"Public Conduct, Crime, Police Response",15
2021-05,B DIVISION,E,2,Police & Medical,Sick/Injured Customer,11
2021-05,B DIVISION,F,1,Crew Availability,Crew Availability,497
2021-05,B DIVISION,F,1,External Factors,External Agency or Utility,155
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Braking,9
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Door-Related,9
2021-05,B DIVISION,F,1,Infrastructure & Equipment,"Fire, Smoke, Debris",31
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Other - CE,6
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Other Infrastructure,16
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Other Internal Disruptions,9
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Other - Sig,401
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Propulsion,5
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Rail and Roadbed,114
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Service Delivery,16
2021-05,B DIVISION,F,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2021-05,B DIVISION,F,1,Operating Conditions,,169
2021-05,B DIVISION,F,1,Planned ROW Work,Capital Work - Other Planned ROW,2
2021-05,B DIVISION,F,1,Planned ROW Work,Subways Maintenance,251
2021-05,B DIVISION,F,1,Planned ROW Work,Work Equipment,9
2021-05,B DIVISION,F,1,Police & Medical,Persons on Roadbed,57
2021-05,B DIVISION,F,1,Police & Medical,"Public Conduct, Crime, Police Response",195
2021-05,B DIVISION,F,1,Police & Medical,Sick/Injured Customer,81
2021-05,B DIVISION,F,2,Crew Availability,Crew Availability,118
2021-05,B DIVISION,F,2,External Factors,External Agency or Utility,75
2021-05,B DIVISION,F,2,External Factors,External Debris on Roadbed,6
2021-05,B DIVISION,F,2,Infrastructure & Equipment,"Fire, Smoke, Debris",5
2021-05,B DIVISION,F,2,Infrastructure & Equipment,Other - CE,1
2021-05,B DIVISION,F,2,Infrastructure & Equipment,Other Internal Disruptions,12
2021-05,B DIVISION,F,2,Infrastructure & Equipment,Other - Sig,41
2021-05,B DIVISION,F,2,Infrastructure & Equipment,Rail and Roadbed,5
2021-05,B DIVISION,F,2,Infrastructure & Equipment,Service Delivery,3
2021-05,B DIVISION,F,2,Operating Conditions,,51
2021-05,B DIVISION,F,2,Planned ROW Work,Subways Maintenance,85
2021-05,B DIVISION,F,2,Planned ROW Work,Work Equipment,3
2021-05,B DIVISION,F,2,Police & Medical,"Public Conduct, Crime, Police Response",6
2021-05,B DIVISION,F,2,Police & Medical,Sick/Injured Customer,5
2021-05,B DIVISION,G,1,Crew Availability,Crew Availability,224
2021-05,B DIVISION,G,1,External Factors,External Agency or Utility,31
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Braking,4
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Door-Related,7
2021-05,B DIVISION,G,1,Infrastructure & Equipment,"Fire, Smoke, Debris",38
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Other - CE,11
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Other Infrastructure,21
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Other - Sig,190
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Rail and Roadbed,14
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Service Delivery,5
2021-05,B DIVISION,G,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,10
2021-05,B DIVISION,G,1,Operating Conditions,,101
2021-05,B DIVISION,G,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2021-05,B DIVISION,G,1,Planned ROW Work,Subways Maintenance,205
2021-05,B DIVISION,G,1,Planned ROW Work,Work Equipment,14
2021-05,B DIVISION,G,1,Police & Medical,Persons on Roadbed,4
2021-05,B DIVISION,G,1,Police & Medical,"Public Conduct, Crime, Police Response",30
2021-05,B DIVISION,G,1,Police & Medical,Sick/Injured Customer,16
2021-05,B DIVISION,G,2,Crew Availability,Crew Availability,46
2021-05,B DIVISION,G,2,External Factors,External Debris on Roadbed,1
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Door-Related,2
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Other - CE,1
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Other Infrastructure,1
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Other Internal Disruptions,22
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Other - Sig,29
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Rail and Roadbed,6
2021-05,B DIVISION,G,2,Infrastructure & Equipment,Service Delivery,6
2021-05,B DIVISION,G,2,Operating Conditions,,71
2021-05,B DIVISION,G,2,Planned ROW Work,Subways Maintenance,38
2021-05,B DIVISION,G,2,Planned ROW Work,Work Equipment,3
2021-05,B DIVISION,G,2,Police & Medical,Persons on Roadbed,4
2021-05,B DIVISION,G,2,Police & Medical,"Public Conduct, Crime, Police Response",6
2021-05,B DIVISION,JZ,1,Crew Availability,Crew Availability,167
2021-05,B DIVISION,JZ,1,External Factors,External Debris on Roadbed,6
2021-05,B DIVISION,JZ,1,External Factors,Inclement Weather,1
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Door-Related,2
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,"Fire, Smoke, Debris",14
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Other - CE,1
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Other Infrastructure,9
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Other Internal Disruptions,2
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Other - Sig,53
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Propulsion,5
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Rail and Roadbed,8
2021-05,B DIVISION,JZ,1,Infrastructure & Equipment,Service Delivery,7
2021-05,B DIVISION,JZ,1,Operating Conditions,,26
2021-05,B DIVISION,JZ,1,Planned ROW Work,Subways Maintenance,68
2021-05,B DIVISION,JZ,1,Planned ROW Work,Work Equipment,5
2021-05,B DIVISION,JZ,1,Police & Medical,Persons on Roadbed,36
2021-05,B DIVISION,JZ,1,Police & Medical,"Public Conduct, Crime, Police Response",77
2021-05,B DIVISION,JZ,1,Police & Medical,Sick/Injured Customer,14
2021-05,B DIVISION,JZ,2,Crew Availability,Crew Availability,60
2021-05,B DIVISION,JZ,2,External Factors,Inclement Weather,4
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Other - CE,2
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Other Internal Disruptions,1
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Other - Sig,9
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Propulsion,9
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Rail and Roadbed,26
2021-05,B DIVISION,JZ,2,Infrastructure & Equipment,Service Delivery,4
2021-05,B DIVISION,JZ,2,Operating Conditions,,7
2021-05,B DIVISION,JZ,2,Planned ROW Work,Capital Work - Other Planned ROW,5
2021-05,B DIVISION,JZ,2,Planned ROW Work,Subways Maintenance,6
2021-05,B DIVISION,JZ,2,Police & Medical,Persons on Roadbed,2
2021-05,B DIVISION,JZ,2,Police & Medical,"Public Conduct, Crime, Police Response",10
2021-05,B DIVISION,JZ,2,Police & Medical,Sick/Injured Customer,11
2021-05,B DIVISION,L,1,Crew Availability,Crew Availability,164
2021-05,B DIVISION,L,1,External Factors,External Agency or Utility,18
2021-05,B DIVISION,L,1,Infrastructure & Equipment,Braking,6
2021-05,B DIVISION,L,1,Infrastructure & Equipment,"Fire, Smoke, Debris",20
2021-05,B DIVISION,L,1,Infrastructure & Equipment,Other - CE,16
2021-05,B DIVISION,L,1,Infrastructure & Equipment,Other - Sig,54
2021-05,B DIVISION,L,1,Infrastructure & Equipment,Rail and Roadbed,31
2021-05,B DIVISION,L,1,Infrastructure & Equipment,Service Delivery,2
2021-05,B DIVISION,L,1,Operating Conditions,,3
2021-05,B DIVISION,L,1,Planned ROW Work,Capital Work - Other Planned ROW,19
2021-05,B DIVISION,L,1,Planned ROW Work,Subways Maintenance,132
2021-05,B DIVISION,L,1,Police & Medical,Persons on Roadbed,14
2021-05,B DIVISION,L,1,Police & Medical,"Public Conduct, Crime, Police Response",67
2021-05,B DIVISION,L,2,Crew Availability,Crew Availability,56
2021-05,B DIVISION,L,2,External Factors,External Debris on Roadbed,6
